t,rho,TAS,prop_omega,STEdot,bank_rad
6280.51,1.16103,19.9865,-124.721,-13.8313,0
6280.61,1.16103,20.0187,-124.721,-13.8344,0
6280.71,1.16103,20.062,-124.721,-13.8231,0
6280.81,1.16103,20.0963,-124.617,-13.8396,0
6280.91,1.16103,20.1164,-124.826,-14.2371,0
6281.01,1.16103,20.1342,-124.931,-14.4697,0
6281.11,1.16103,20.1365,-124.931,-14.1722,0
6281.21,1.16103,20.1358,-124.737,-13.8586,0
6281.31,1.16103,20.1252,-124.721,-14.2466,0
6281.41,1.16103,20.1111,-124.721,-17.6659,0
6281.51,1.16103,20.0883,-124.675,-17.5229,0
6281.61,1.16103,20.1096,-124.617,-18.7555,0
6281.71,1.16103,20.1589,-124.721,-18.197,0
6281.81,1.16176,20.2139,-124.826,-17.6797,0
6281.91,1.16176,20.2336,-124.81,-16.9404,0
6282.01,1.16176,20.2276,-124.826,-15.6978,0
6282.11,1.16176,20.2031,-124.765,-14.8684,0
6282.21,1.16176,20.1863,-124.826,-14.6891,0
6282.31,1.16176,20.146,-124.931,-13.2677,0
6282.41,1.16176,20.101,-124.906,-11.935,0
6282.51,1.16176,20.0449,-124.903,-11.8893,0
6282.61,1.16176,19.9807,-125.035,-11.6203,0
6282.71,1.16176,19.897,-124.889,-12.5832,0
6282.81,1.16176,19.8228,-124.926,-12.8982,0
6282.91,1.16176,19.7709,-124.64,-13.8617,0
6283.01,1.16176,19.746,-122.82,-13.2217,0
6283.11,1.16176,19.7304,-121.225,-12.7651,0
6283.21,1.16176,19.7229,-119.338,-12.6835,0
6283.31,1.16176,19.731,-117.661,-12.0338,0
6283.41,1.16176,19.7447,-115.611,-12.2697,0
6283.51,1.16176,19.7484,-114.249,-11.6066,0
6283.61,1.16176,19.7516,-113.015,-11.6018,0
6283.71,1.16176,19.7601,-111.39,-11.4099,0
6283.81,1.16176,19.7624,-109.551,-11.5139,0
6283.91,1.16176,19.7558,-107.856,-11.5901,0
6284.01,1.16176,19.7559,-106.5,-11.725,0
6284.11,1.16176,19.7617,-105.558,-10.6149,0
6284.21,1.16176,19.7701,-104.676,-10.6368,0
6284.31,1.16176,19.7681,-103.764,-10.4236,0
6284.41,1.16176,19.7677,-103.412,-10.4567,0
6284.51,1.16176,19.7745,-103.673,-10.7069,0
6284.61,1.16176,19.7957,-103.987,-12.6905,0
6284.71,1.16176,19.8057,-104.594,-13.0053,0
6284.81,1.16176,19.794,-104.419,-13.6386,0
6284.91,1.16176,19.7929,-103.276,-15.0526,0
6285.01,1.16176,19.7762,-102.102,-15.2953,0
6285.11,1.16176,19.7455,-99.1696,-15.7176,0
6285.21,1.16176,19.7166,-95.1903,-15.7691,0
6285.31,1.16176,19.6931,-90.8967,-14.4572,0
6285.41,1.16176,19.6695,-86.9393,-13.9203,0
6285.51,1.16176,19.6642,-83.2331,-13.4611,0
6285.61,1.16176,19.6892,-80.0641,-15.267,0
6285.71,1.16176,19.7191,-77.9665,-14.3027,0
6285.81,1.16176,19.7704,-76.4454,-15.1469,0
6285.91,1.16176,19.8496,-75.5029,-14.1565,0
6286.01,1.16176,19.9279,-75.6077,-12.39,0
6286.11,1.16176,19.9893,-77.1785,-11.9338,0
6286.21,1.16176,20.0291,-79.5369,-12.9804,0
6286.31,1.16176,20.0192,-81.5828,-13.0602,0
6286.41,1.16176,19.9851,-81.9956,-13.7158,0
6286.51,1.16176,19.9462,-81.9377,-13.2554,0
6286.61,1.16176,19.8942,-81.3153,-12.2299,0
6286.71,1.16176,19.8544,-80.8437,-12.4944,0
6286.81,1.16176,19.8133,-80.6342,-12.814,0
6286.91,1.16176,19.7736,-79.9012,-13.4956,0
6287.01,1.16176,19.7471,-79.6323,-13.6158,0
6287.11,1.16176,19.7219,-79.0108,-12.5865,0
6287.21,1.16176,19.6855,-77.927,-12.4703,0
6287.31,1.16176,19.6584,-76.519,-12.266,0
6287.41,1.16176,19.6361,-75.5029,-11.0108,0
6287.51,1.16176,19.6239,-74.2486,-11.5037,0
6287.61,1.16176,19.6128,-74.0165,-11.5014,0
6287.71,1.16176,19.602,-74.5169,-11.5551,0
6287.81,1.16176,19.5856,-74.8076,-12.6225,0
6287.91,1.16176,19.5699,-75.3982,-12.5087,0
6288.01,1.16176,19.5461,-76.236,-12.3047,0
6288.11,1.16176,19.5163,-77.0345,-12.7524,0
6288.21,1.16176,19.5046,-77.994,-12.2604,0
6288.31,1.16176,19.5025,-79.2404,-12.9878,0
6288.41,1.16176,19.4906,-81.025,-13.3975,0
6288.51,1.16176,19.47,-82.1003,-13.2911,0
6288.61,1.16176,19.462,-83.2522,-13.5746,0
6288.71,1.16176,19.4545,-84.7613,-13.7127,0
6288.81,1.16176,19.4568,-86.244,-13.9576,0
6288.91,1.16176,19.455,-87.2308,-14.2023,0
6289.01,1.16176,19.4537,-88.1324,-13.5266,0
6289.11,1.16176,19.4568,-89.0118,-13.3312,0
6289.21,1.16176,19.459,-90.4779,-13.1162,0
6289.31,1.16176,19.4788,-92.2575,-13.0394,0
6289.41,1.16176,19.5182,-94.5883,-13.1026,0
6289.51,1.16176,19.5607,-97.5989,-14.8326,0
6289.61,1.16176,19.6106,-101.214,-14.9951,0
6289.71,1.16176,19.6529,-103.532,-15.7926,0
6289.81,1.16176,19.6944,-106.919,-15.9285,0
6289.91,1.16176,19.7259,-109.223,-15.5113,0
6290.01,1.16176,19.7461,-111.141,-15.5768,0
6290.11,1.16176,19.7643,-113.393,-15.1615,0
6290.21,1.16176,19.7687,-115.125,-14.7784,0
6290.31,1.16176,19.7852,-116.964,-15.3274,0
6290.41,1.16176,19.7989,-119.695,-14.9995,0
6290.51,1.16176,19.8105,-122.162,-15.4622,0
6290.61,1.16176,19.8095,-124.11,-15.3123,0
6290.71,1.16176,19.8002,-124.617,-15.2717,0
6290.81,1.16176,19.7842,-124.826,-14.7791,0
6290.91,1.16176,19.7775,-124.826,-15.2581,0
6291.01,1.16176,19.775,-124.721,-14.9651,0
6291.11,1.16176,19.7703,-124.826,-15.2255,0
6291.21,1.16176,19.7721,-124.77,-15.2201,0
6291.31,1.16176,19.7786,-124.863,-15.7981,0
6291.41,1.16176,19.7747,-124.931,-15.7528,0
6291.51,1.16176,19.7826,-124.931,-15.7879,0
6291.61,1.16176,19.7795,-124.859,-15.8799,0
6291.71,1.16176,19.7687,-124.931,-14.9681,0
6291.81,1.16176,19.756,-124.826,-15.5311,0
6291.91,1.16176,19.7599,-124.826,-15.9126,0
6292.01,1.16176,19.766,-124.826,-16.0534,0
6292.11,1.16176,19.7653,-124.826,-15.5662,0
6292.21,1.16176,19.7644,-124.919,-15.7337,0
6292.31,1.16176,19.7712,-124.931,-15.4949,0
6292.41,1.16176,19.771,-124.826,-15.3203,0
6292.51,1.16176,19.7578,-124.826,-15.3581,0
6292.61,1.16176,19.7377,-124.826,-15.5256,0
6292.71,1.16176,19.7278,-124.826,-16.0807,0
6292.81,1.16176,19.7314,-124.721,-15.6358,0
6292.91,1.16176,19.7246,-124.721,-16.0451,0
6293.01,1.16176,19.7223,-124.721,-15.9795,0
6293.11,1.16176,19.7173,-124.721,-16.2992,0
6293.21,1.16176,19.7268,-124.721,-16.6101,0
6293.31,1.16176,19.7585,-124.617,-17.3039,0
6293.41,1.16176,19.7825,-124.617,-17.4041,0
6293.51,1.16176,19.8136,-124.617,-17.16,0
6293.61,1.16176,19.8805,-124.721,-17.4472,0
6293.71,1.16176,19.9566,-124.721,-18.0374,0
6293.81,1.16176,20.0067,-124.721,-18.2696,0
6293.91,1.16176,20.0241,-124.826,-17.8568,0
6294.01,1.16176,20.0259,-124.721,-18.5438,0
6294.11,1.16176,20.0067,-124.721,-18.2445,0
6294.21,1.16176,19.9888,-124.721,-18.7282,0
6294.31,1.16176,19.9964,-124.617,-18.9664,0
6294.41,1.16176,20.0047,-124.721,-18.4802,0
6294.51,1.16176,20.0009,-124.721,-18.0036,0
6294.61,1.16176,19.9931,-124.617,-18.646,0
6294.71,1.16176,19.9918,-124.721,-18.7245,0
6294.81,1.16176,19.9903,-124.512,-19.5586,0
6294.91,1.16176,19.9817,-124.617,-19.4562,0
6295.01,1.16176,19.979,-124.617,-19.8956,0
6295.11,1.16176,19.9766,-124.626,-19.7759,0
6295.21,1.16176,19.9699,-124.617,-19.9755,0
6295.31,1.16176,19.9681,-124.617,-19.8913,0
6295.41,1.16176,19.9564,-124.721,-18.3018,0
6295.51,1.16176,19.9589,-124.721,-17.7301,0
6295.61,1.16176,19.9617,-124.617,-16.489,0
6295.71,1.16176,19.9627,-124.721,-16.4514,0
6295.81,1.16176,19.9686,-124.721,-16.841,0
6295.91,1.16176,19.9639,-124.732,-17.0184,0
6296.01,1.16176,19.9407,-124.721,-17.0205,0
6296.11,1.16176,19.9071,-124.721,-16.9169,0
6296.21,1.16176,19.879,-124.721,-17.062,0
6296.31,1.16176,19.8588,-124.721,-17.0994,0
6296.41,1.16176,19.8581,-124.721,-17.3626,0
6296.51,1.16176,19.8651,-124.721,-17.3891,0
6296.61,1.16176,19.883,-124.721,-17.4333,0
6296.71,1.16176,19.9111,-124.721,-17.4092,0
6296.81,1.16176,19.9381,-124.826,-17.5045,0
6296.91,1.16251,19.9571,-124.826,-17.6344,0
6297.01,1.16251,19.9606,-124.826,-18.0015,0
6297.11,1.16251,19.9476,-124.931,-18.7723,0
6297.21,1.16251,19.9278,-124.826,-19.3487,0
6297.31,1.16251,19.9037,-124.931,-20.0189,0
6297.41,1.16251,19.888,-124.826,-20.3386,0
6297.51,1.16251,19.8692,-124.712,-20.0938,0
6297.61,1.16251,19.8483,-122.208,-18.2472,0
6297.71,1.16251,19.8118,-113.222,-15.7298,0
6297.81,1.16251,19.7719,-102.932,-14.2491,0
6297.91,1.16251,19.7402,-92.7687,-13.7556,0
6298.01,1.16251,19.7206,-84.5594,-13.568,0
6298.11,1.16251,19.7341,-77.8895,-13.6736,0
6298.21,1.16251,19.7609,-73.7227,-14.2538,0
6298.31,1.16251,19.7921,-70.4042,-13.9949,0
6298.41,1.16251,19.8171,-67.1727,-14.0291,0
6298.51,1.16251,19.8487,-64.4572,-14.1221,0
6298.61,1.16251,19.8758,-61.7318,-13.7267,0
6298.71,1.16251,19.9126,-59.4808,-13.7149,0
6298.81,1.16251,19.9455,-57.2817,-13.7912,0
6298.91,1.16251,19.9746,-55.0877,-13.5057,0
6299.01,1.16251,19.9843,-52.8774,-14.3029,0
6299.11,1.16251,19.9854,-49.624,-14.531,0
6299.21,1.16251,19.9695,-46.1814,-14.6468,0
6299.31,1.16251,19.9567,-41.469,-14.4547,0
6299.41,1.16251,19.9465,-36.5472,-14.1311,0
6299.51,1.16251,19.936,-31.897,-13.4133,0
6299.61,1.16251,19.9293,-27.226,-11.7372,0
6299.71,1.16251,19.9325,-20.3541,-10.1867,0
6299.81,1.16251,19.9564,3.24929,-9.84029,0
6299.91,1.16251,19.9754,-0.733038,-9.81625,0
6300.01,1.16251,19.9928,-2.72271,-9.70703,0
6300.11,1.16251,20.0068,0,-9.79173,0
6300.21,1.16251,20.0243,0,-9.49327,0
6300.31,1.16251,20.0569,-1.62809,-9.25155,0
6300.41,1.16251,20.1037,-15.8434,-10.2541,0
6300.51,1.16251,20.1556,-25.8711,-12.2484,0
6300.61,1.16251,20.1944,-30.264,-12.9066,0
6300.71,1.16251,20.2276,-34.1386,-13.5791,0
6300.81,1.16251,20.2664,-37.6561,-14.0555,0
6300.91,1.16251,20.3031,-41.0846,-14.2931,0
6301.01,1.16251,20.3249,-43.7306,-14.4911,0
6301.11,1.16251,20.33,-45.3437,-15.275,0
6301.21,1.16251,20.3459,-46.4906,-15.9131,0
6301.31,1.16251,20.3813,-47.438,-17.0596,0
6301.41,1.16251,20.4529,-48.5549,-16.5555,0
6301.51,1.16251,20.5414,-50.3943,-16.5019,0
6301.61,1.16251,20.6115,-51.8946,-15.9118,0
6301.71,1.16251,20.633,-54.0354,-16.0077,0
6301.81,1.16251,20.6151,-54.247,-16.1883,0
6301.91,1.16251,20.5883,-53.5118,-16.7061,0
6302.01,1.16251,20.5588,-52.9206,-16.6314,0
6302.11,1.16251,20.535,-52.8845,-16.235,0
6302.21,1.16251,20.5371,-54.1399,-16.2861,0
6302.31,1.16251,20.5463,-58.0465,-15.9689,0
6302.41,1.16251,20.5662,-61.994,-15.5197,0
6302.51,1.16251,20.5868,-67.649,-15.8378,0
6302.61,1.16251,20.6139,-73.8681,-15.8498,0
6302.71,1.16251,20.637,-80.7201,-16.7452,0
6302.81,1.16251,20.6406,-85.2274,-17.1359,0
6302.91,1.16251,20.6318,-91.1062,-17.3503,0
6303.01,1.16251,20.6311,-94.9808,-18.1832,0
6303.11,1.16251,20.6327,-98.6688,-18.5412,0
6303.21,1.16251,20.625,-101.454,-19.1676,0
6303.31,1.16251,20.5992,-102.73,-19.2734,0
6303.41,1.16251,20.5567,-102.384,-19.9354,0
6303.51,1.16251,20.5024,-100.95,-20.4125,0
6303.61,1.16251,20.4427,-97.913,-20.6554,0
6303.71,1.16251,20.3673,-93.7242,-21.3518,0
6303.81,1.16251,20.2783,-89.4307,-19.4506,0
6303.91,1.16251,20.234,-84.8553,-17.5385,0
6304.01,1.16251,20.2152,-82.938,-17.3427,0
6304.11,1.16251,20.1976,-83.8975,-16.6675,0
6304.21,1.16251,20.174,-85.9208,-16.0954,0
6304.31,1.16251,20.1483,-89.4307,-14.593,0
6304.41,1.16251,20.1167,-93.096,-14.3659,0
6304.51,1.16251,20.085,-98.6053,-15.3696,0
6304.61,1.16251,20.0691,-105.672,-16.9657,0
6304.71,1.16251,20.0614,-112.26,-18.0364,0
6304.81,1.16251,20.0666,-118.647,-18.8505,0
6304.91,1.16251,20.0906,-123.15,-20.3099,0
6305.01,1.16251,20.1281,-124.198,-21.0372,0
6305.11,1.16251,20.1629,-124.512,-20.2565,0
6305.21,1.16251,20.2097,-124.721,-19.8955,0
6305.31,1.16251,20.2503,-124.664,-19.7667,0
6305.41,1.16251,20.2495,-124.721,-21.2357,0
6305.51,1.16251,20.2025,-124.617,-21.7036,0
6305.61,1.16251,20.1461,-124.721,-22.7657,0
6305.71,1.16251,20.0877,-124.826,-23.0266,0
6305.81,1.16251,20.0295,-124.826,-23.859,0
6305.91,1.16251,19.971,-124.931,-23.709,0
6306.01,1.16251,19.9145,-124.931,-24.0378,0
6306.11,1.16251,19.8715,-124.19,-23.3492,0
6306.21,1.16251,19.8268,-121.999,-22.9855,0
6306.31,1.16251,19.7838,-118.647,-22.6471,0
6306.41,1.16251,19.7501,-115.509,-21.5132,0
6306.51,1.16251,19.7124,-112.333,-21.1268,0
6306.61,1.16251,19.6955,-110.803,-21.1128,0
6306.71,1.16251,19.6759,-109.655,-20.321,0
6306.81,1.16251,19.7064,-109.432,-20.9472,0
6306.91,1.16251,19.7538,-111.212,-21.6779,0
6307.01,1.16251,19.783,-113.307,-21.7498,0
6307.11,1.16251,19.8057,-114.745,-21.6548,0
6307.21,1.16251,19.8124,-115.015,-20.7087,0
6307.31,1.16251,19.8144,-114.198,-21.7652,0
6307.41,1.16251,19.823,-112.908,-21.9245,0
6307.51,1.16251,19.8218,-112.05,-21.0819,0
6307.61,1.16251,19.8114,-109.771,-21.7001,0
6307.71,1.16251,19.7794,-107.024,-20.5886,0
6307.81,1.16251,19.7363,-103.45,-20.8331,0
6307.91,1.16251,19.6961,-100.148,-21.2509,0
6308.01,1.16251,19.6439,-98.1189,-21.254,0
6308.11,1.16251,19.5998,-94.4572,-20.2905,0
6308.21,1.16251,19.588,-92.0925,-21.1988,0
6308.31,1.16251,19.5785,-91.4374,-22.6318,0
6308.41,1.16251,19.5521,-90.9962,-22.9753,0
6308.51,1.16251,19.5266,-89.5073,-23.2252,0
6308.61,1.16251,19.5385,-88.0393,-23.465,0
6308.71,1.16251,19.5883,-87.441,-23.1967,0
6308.81,1.16251,19.6607,-88.2788,-23.5668,0
6308.91,1.16251,19.7278,-89.4307,-22.1222,0
6309.01,1.16251,19.789,-90.3731,-21.5811,0
6309.11,1.16251,19.8451,-91.282,-21.7607,0
6309.21,1.16251,19.874,-92.0038,-22.4794,0
6309.31,1.16251,19.8651,-91.6298,-21.667,0
6309.41,1.16251,19.8346,-89.1165,-22.0189,0
6309.51,1.16251,19.7912,-86.1844,-22.535,0
6309.61,1.16251,19.7538,-82.551,-22.2467,0
6309.71,1.16251,19.7073,-79.7668,-21.9378,0
6309.81,1.16251,19.6755,-77.3297,-21.86,0
6309.91,1.16251,19.6612,-75.8171,-20.937,0
6310.01,1.16251,19.6536,-74.7699,-19.9884,0
6310.11,1.16251,19.6573,-74.8746,-20.5742,0
6310.21,1.16251,19.6665,-76.1269,-20.6203,0
6310.31,1.16251,19.6529,-77.5741,-21.6561,0
6310.41,1.16251,19.6415,-77.9115,-21.7924,0
6310.51,1.16251,19.6162,-77.6808,-21.4087,0
6310.61,1.16251,19.5896,-76.7164,-21.0355,0
6310.71,1.16324,19.574,-74.7699,-20.4267,0
6310.81,1.16324,19.5588,-79.9012,-21.3578,0
6310.91,1.16324,19.5409,-95.9373,-21.1291,0
6311.01,1.16324,19.5343,-83.5402,-19.8689,0
6311.11,1.16324,19.5559,-75.3867,-20.1903,0
6311.21,1.16324,19.5958,-75.147,-19.0109,0
6311.31,1.16324,19.6408,-76.969,-18.5007,0
6311.41,1.16324,19.6827,-79.3776,-17.8518,0
6311.51,1.16324,19.7028,-81.8908,-18.46,0
6311.61,1.16324,19.7332,-84.7145,-19.8429,0
6311.71,1.16324,19.7753,-89.2944,-19.9394,0
6311.81,1.16324,19.8155,-94.6227,-18.7624,0
6311.91,1.16324,19.8562,-100.387,-18.9713,0
6312.01,1.16324,19.9001,-106.186,-20.3031,0
6312.11,1.16324,19.946,-113.516,-21.6275,0
6312.21,1.16324,19.9927,-119.816,-22.5186,0
6312.31,1.16324,20.0254,-123.273,-23.0001,0
6312.41,1.16324,20.0625,-124.166,-21.9083,0
6312.51,1.16324,20.1077,-124.407,-21.5852,0
6312.61,1.16324,20.1714,-124.407,-20.8682,0
6312.71,1.16324,20.2215,-124.407,-20.2668,0
6312.81,1.16324,20.2579,-124.601,-20.9182,0
6312.91,1.16324,20.2669,-124.572,-21.1936,0
6313.01,1.16324,20.2376,-124.617,-21.1995,0
6313.11,1.16324,20.1858,-124.721,-21.3975,0
6313.21,1.16324,20.1134,-124.617,-21.8732,0
6313.31,1.16324,20.0382,-124.617,-22.0028,0
6313.41,1.16324,19.9612,-124.512,-21.735,0
6313.51,1.16324,19.9097,-124.512,-21.9154,0
6313.61,1.16324,19.8755,-124.407,-21.9215,0
6313.71,1.16324,19.8814,-124.512,-21.9443,0
6313.81,1.16324,19.912,-124.407,-21.6796,0
6313.91,1.16324,19.9653,-124.407,-21.4274,0
6314.01,1.16324,20.0243,-124.512,-22.4376,0
6314.11,1.16324,20.0869,-124.512,-22.9885,0
6314.21,1.16324,20.1457,-124.512,-22.6525,0
6314.31,1.16324,20.2016,-124.512,-22.7273,0
6314.41,1.16324,20.2557,-124.512,-22.5113,0
6314.51,1.16324,20.2824,-124.617,-21.9898,0
6314.61,1.16324,20.2838,-124.617,-22.055,0
6314.71,1.16324,20.2712,-124.512,-21.2962,0
6314.81,1.16324,20.2601,-124.512,-21.5161,0
6314.91,1.16324,20.2377,-124.512,-21.9716,0
6315.01,1.16324,20.2141,-124.407,-22.2746,0
6315.11,1.16324,20.191,-124.512,-22.5804,0
6315.21,1.16324,20.1752,-124.512,-22.4599,0
6315.31,1.16324,20.1616,-124.454,-23.011,0
6315.41,1.16324,20.1568,-124.45,-22.9222,0
6315.51,1.16324,20.1675,-124.617,-23.4664,0
6315.61,1.16324,20.1909,-124.617,-23.8332,0
6315.71,1.16324,20.1989,-124.519,-24.3703,0
6315.81,1.16324,20.1768,-124.512,-24.8833,0
6315.91,1.16324,20.1426,-124.407,-25.8939,0
6316.01,1.16324,20.1005,-124.512,-25.4095,0
6316.11,1.16324,20.0692,-124.512,-25.1804,0
6316.21,1.16324,20.0459,-124.617,-25.161,0
6316.31,1.16324,20.0396,-124.617,-24.4536,0
6316.41,1.16324,20.0388,-124.822,-23.7097,0
6316.51,1.16324,20.0243,-124.721,-24.4715,0
6316.61,1.16324,19.9989,-124.049,-23.915,0
6316.71,1.16324,19.994,-120.464,-23.8441,0
6316.81,1.16324,19.9777,-114.993,-22.3288,0
6316.91,1.16324,19.9757,-110.27,-18.2058,0
6317.01,1.16324,19.9408,-105.288,-17.0478,0
6317.11,1.16324,19.8853,-100.525,-16.2066,0
6317.21,1.16324,19.796,-94.8888,-14.6472,0
6317.31,1.16324,19.7017,-90.8005,-16.1156,0
6317.41,1.16324,19.6331,-85.6595,-15.7984,0
6317.51,1.16324,19.5899,-81.1578,-16.8809,0
6317.61,1.16324,19.5569,-78.3327,-17.0647,0
6317.71,1.16324,19.5518,-76.0492,-17.1521,0
6317.81,1.16324,19.5336,-74.268,-16.3629,0
6317.91,1.16324,19.4901,-71.5909,-15.5416,0
6318.01,1.16324,19.4658,-68.1452,-15.2186,0
6318.11,1.16324,19.4773,-65.8687,-14.3184,0
6318.21,1.16324,19.5188,-64.7168,-15.6306,0
6318.31,1.16324,19.5685,-64.9262,-14.4788,0
6318.41,1.16324,19.6208,-64.9262,-15.7532,0
6318.51,1.16324,19.6981,-65.0891,-13.9064,0
6318.61,1.16324,19.7744,-66.1339,-14.6095,0
6318.71,1.16324,19.8589,-68.2773,-14.0483,0
6318.81,1.16324,19.9525,-71.8378,-15.2888,0
6318.91,1.16324,20.0446,-76.3578,-15.3342,0
6319.01,1.16324,20.1298,-81.4423,-15.4546,0
6319.11,1.16324,20.201,-86.7576,-15.8228,0
6319.21,1.16324,20.2622,-90.6873,-16.1022,0
6319.31,1.16324,20.2986,-94.7714,-16.9283,0
6319.41,1.16324,20.3049,-97.913,-17.9897,0
6319.51,1.16324,20.2784,-98.8554,-18.296,0
6319.61,1.16324,20.2388,-97.8209,-18.5586,0
6319.71,1.16324,20.2075,-95.8452,-17.0118,0
6319.81,1.16324,20.1868,-93.41,-15.6368,0
6319.91,1.16324,20.1932,-91.8392,-15.0328,0
6320.01,1.16324,20.2164,-93.3053,-15.4516,0
6320.11,1.16324,20.212,-98.2237,-16.0617,0
6320.21,1.16324,20.1894,-99.6932,-16.3669,0
6320.31,1.16324,20.1684,-99.4699,-15.8588,0
6320.41,1.16324,20.1304,-98.5114,-15.9656,0
6320.51,1.16324,20.0925,-97.0752,-16.3546,0
6320.61,1.16324,20.0909,-95.306,-16.0839,0
6320.71,1.16324,20.1134,-95.8815,-18.1945,0
6320.81,1.16324,20.1254,-98.2212,-18.79,0
6320.91,1.16324,20.1187,-99.5885,-19.4972,0
6321.01,1.16324,20.1111,-99.4717,-20.0632,0
6321.11,1.16324,20.0896,-98.5413,-19.6351,0
6321.21,1.16324,20.0618,-97.0752,-18.5971,0
6321.31,1.16324,20.0349,-95.6247,-18.2492,0
6321.41,1.16324,20.0134,-94.6862,-18.4901,0
6321.51,1.16324,19.9814,-94.5619,-18.8962,0
6321.61,1.16324,19.9437,-94.1365,-18.7256,0
6321.71,1.16324,19.9196,-93.2591,-18.8187,0
6321.81,1.16324,19.903,-92.997,-19.2029,0
6321.91,1.16324,19.8968,-93.0917,-18.6851,0
6322.01,1.16324,19.8858,-93.9341,-19.0299,0
6322.11,1.16324,19.8687,-95.0415,-19.097,0
6322.21,1.16324,19.8377,-95.295,-18.5525,0
6322.31,1.16324,19.8323,-95.0855,-18.3986,0
6322.41,1.16324,19.8176,-96.1288,-18.0555,0
6322.51,1.16324,19.8114,-97.0977,-18.0051,0
6322.61,1.16324,19.8094,-98.5055,-18.1726,0
6322.71,1.16324,19.8022,-100.086,-18.0327,0
6322.81,1.16324,19.8149,-101.489,-19.2042,0
6322.91,1.16324,19.8391,-104.091,-19.0767,0
6323.01,1.16324,19.87,-107.128,-17.8497,0
6323.11,1.16324,19.9157,-110.76,-19.047,0
6323.21,1.16324,19.9816,-115.756,-19.3662,0
6323.31,1.16324,20.0341,-121.966,-19.6661,0
6323.41,1.16399,20.1014,-127.418,-19.639,0
6323.51,1.16399,20.1681,-139.467,-23.0457,0
6323.61,1.16399,20.2097,-156.661,-23.442,0
6323.71,1.16399,20.2387,-149.016,-20.8691,0
6323.81,1.16399,20.2716,-147.864,-21.3973,0
6323.91,1.16399,20.2849,-151.186,-21.6849,0
6324.01,1.16399,20.2778,-154.348,-20.4164,0
6324.11,1.16399,20.2532,-157.708,-19.5613,0
6324.21,1.16399,20.2343,-160.868,-19.8013,0
6324.31,1.16399,20.2201,-164.754,-21.6626,0
6324.41,1.16399,20.2111,-169.594,-22.3952,0
6324.51,1.16399,20.198,-174.399,-22.8654,0
6324.61,1.16399,20.1739,-177.497,-22.9003,0
6324.71,1.16399,20.1489,-180.118,-23.9586,0
6324.81,1.16399,20.1209,-182.317,-23.5792,0
6324.91,1.16399,20.0973,-183.783,-25.0617,0
6325.01,1.16399,20.0725,-183.725,-23.9258,0
6325.11,1.16399,20.0428,-182.751,-23.9543,0
6325.21,1.16399,20.0393,-182.174,-23.5397,0
6325.31,1.16399,20.0471,-182.212,-23.789,0
6325.41,1.16399,20.0597,-182.905,-23.733,0
6325.51,1.16399,20.082,-184.244,-24.7667,0
6325.61,1.16399,20.0808,-185.938,-26.042,0
6325.71,1.16399,20.0762,-185.643,-24.6763,0
6325.81,1.16399,20.0476,-184.206,-24.0016,0
6325.91,1.16399,19.9993,-181.793,-24.2886,0
6326.01,1.16399,19.9077,-178.657,-23.3882,0
6326.11,1.16399,19.8237,-173.311,-23.2113,0
6326.21,1.16399,19.7511,-168.981,-22.0821,0
6326.31,1.16399,19.6722,-164.938,-22.3965,0
6326.41,1.16399,19.59,-161.268,-22.3134,0
6326.51,1.16399,19.4979,-157.08,-22.0283,0
6326.61,1.16399,19.4061,-152.158,-20.7318,0
6326.71,1.16399,19.3376,-147.864,-20.5489,0
6326.81,1.16399,19.2773,-145.491,-18.7354,0
6326.91,1.16399,19.228,-144.143,-18.5605,0
6327.01,1.16399,19.1821,-143.426,-18.15,0
6327.11,1.16399,19.1551,-143.293,-17.6651,0
6327.21,1.16399,19.1392,-144.649,-18.76,0
6327.31,1.16399,19.1364,-146.692,-19.1999,0
6327.41,1.16399,19.1591,-148.495,-18.125,0
6327.51,1.16399,19.2112,-151.786,-17.3714,0
6327.61,1.16399,19.2781,-156.074,-16.0966,0
6327.71,1.16399,19.3812,-162.211,-16.846,0
6327.81,1.16399,19.5013,-171.217,-19.2252,0
6327.91,1.16399,19.6148,-181.479,-22.1948,0
6328.01,1.16399,19.7199,-189.435,-23.9804,0
6328.11,1.16399,19.7779,-196.25,-25.5016,0
6328.21,1.16399,19.7791,-199.918,-24.169,0
6328.31,1.16399,19.7682,-200.488,-24.3193,0
6328.41,1.16399,19.7493,-199.805,-23.5512,0
6328.51,1.16399,19.7058,-198.444,-23.9602,0
6328.61,1.16399,19.6488,-196.492,-25.7804,0
6328.71,1.16399,19.5659,-192.577,-24.5995,0
6328.81,1.16399,19.4659,-186.758,-23.3387,0
6328.91,1.16399,19.3993,-181.085,-22.1187,0
6329.01,1.16399,19.3825,-177.395,-21.5465,0
6329.11,1.16399,19.4255,-176.558,-21.5684,0
6329.21,1.16399,19.4892,-179.909,-22.2142,0
6329.31,1.16399,19.5543,-184.911,-24.3814,0
6329.41,1.16399,19.5964,-189.758,-25.3663,0
6329.51,1.16399,19.6208,-192.707,-25.887,0
6329.61,1.16399,19.6501,-194.463,-26.0299,0
6329.71,1.16399,19.6974,-196.245,-26.5423,0
6329.81,1.16399,19.7525,-198.653,-26.9949,0
6329.91,1.16399,19.8046,-200.42,-27.5656,0
6330.01,1.16399,19.8653,-200.957,-27.3496,0
